"State","Year","Deaths","Death_Rate","Pct_of_Total_Deaths","Multiple_Cause_of_death","log_of_Deaths","log_of_Pct_of_Deaths","log_of_Death_Rate"
"Texas",2012,500,2.6,0.2,"Other opioids",6.21460809842219,-1.6094379124341,0.955511445027436
"Texas",2012,147,0.8,0,"Methadone",4.99043258677874,0,-0.22314355131421
"Texas",2012,130,0.7,0,"Other synthetic narcotics",4.86753445045558,0,-0.356674943938732
"Texas",2012,1140,6,0.3,"All Opioids",7.03878354138854,-1.20397280432594,1.79175946922805
"Texas",2013,372,1.9,0.1,"Heroin",5.91889385427315,-2.30258509299405,0.641853886172395
"Texas",2013,480,2.5,0.2,"Other opioids",6.17378610390194,-1.6094379124341,0.916290731874155
"Texas",2013,136,0.7,0,"Methadone",4.91265488573605,0,-0.356674943938732
"Texas",2013,125,0.6,0,"Other synthetic narcotics",4.8283137373023,0,-0.510825623765991
"Texas",2013,1113,5.7,0.3,"All Opioids",7.01481435127554,-1.20397280432594,1.7404661748405
"Texas",2014,437,2.2,0.1,"Heroin",6.07993319509559,-2.30258509299405,0.78845736036427
"Texas",2014,490,2.5,0.2,"Other opioids",6.19440539110467,-1.6094379124341,0.916290731874155
"Texas",2014,128,0.6,0,"Methadone",4.85203026391962,0,-0.510825623765991
"Texas",2014,167,0.8,0.1,"Other synthetic narcotics",5.11799381241676,-2.30258509299405,-0.22314355131421
"Texas",2014,1222,6.1,0.4,"All Opioids",7.10824413973154,-0.916290731874155,1.80828877117927
"Texas",2015,530,2.6,0.2,"Heroin",6.27287700654617,-1.6094379124341,0.955511445027436
"Texas",2015,493,2.4,0.2,"Other opioids",6.20050917404269,-1.6094379124341,0.8754687373539
"Texas",2015,149,0.7,0,"Methadone",5.00394630594546,0,-0.356674943938732
"Texas",2015,200,1,0.1,"Other synthetic narcotics",5.29831736654804,-2.30258509299405,0
"Texas",2015,1372,6.7,0.5,"All Opioids",7.22402480828583,-0.693147180559945,1.90210752639692
"Tennessee",2000,NA,NA,NA,"Heroin",NA,NA,NA
"Tennessee",2000,55,1.3,0,"Other opioids",4.00733318523247,0,0.262364264467491
"Tennessee",2000,15,NA,0,"Methadone",2.70805020110221,0,NA
"Tennessee",2000,17,NA,0,"Other synthetic narcotics",2.83321334405622,0,NA
"Tennessee",2000,87,1.3,0,"All Opioids",4.46590811865458,0,0.262364264467491
"Tennessee",2001,NA,NA,NA,"Heroin",NA,NA,NA
"Tennessee",2001,88,2,0,"Other opioids",4.47733681447821,0,0.693147180559945
"Tennessee",2001,21,0.5,0,"Methadone",3.04452243772342,0,-0.693147180559945
"Tennessee",2001,11,NA,0,"Other synthetic narcotics",2.39789527279837,0,NA
"Tennessee",2001,120,2.5,0,"All Opioids",4.78749174278205,0,0.916290731874155
"Tennessee",2002,NA,NA,NA,"Heroin",NA,NA,NA
"Tennessee",2002,87,2,0,"Other opioids",4.46590811865458,0,0.693147180559945
"Tennessee",2002,47,1.1,0,"Methadone",3.85014760171006,0,0.0953101798043249
"Tennessee",2002,22,0.5,0,"Other synthetic narcotics",3.09104245335832,0,-0.693147180559945
"Tennessee",2002,156,3.6,0,"All Opioids",5.04985600724954,0,1.28093384546206
"Tennessee",2003,NA,NA,NA,"Heroin",NA,NA,NA
"Tennessee",2003,151,3.4,0,"Other opioids",5.01727983681492,0,1.22377543162212
"Tennessee",2003,83,1.9,0,"Methadone",4.4188406077966,0,0.641853886172395
"Tennessee",2003,63,1.4,0,"Other synthetic narcotics",4.14313472639153,0,0.336472236621213
"Tennessee",2003,297,6.7,0,"All Opioids",5.6937321388027,0,1.90210752639692
"Tennessee",2004,NA,NA,NA,"Heroin",NA,NA,NA
"Tennessee",2004,193,4.3,0.1,"Other opioids",5.26269018890489,-2.30258509299405,1.45861502269952
"Tennessee",2004,113,2.5,0,"Methadone",4.72738781871234,0,0.916290731874155
"Tennessee",2004,77,1.7,0,"Other synthetic narcotics",4.34380542185368,0,0.53062825106217
"Tennessee",2004,383,8.5,0.1,"All Opioids",5.94803498918065,-2.30258509299405,2.14006616349627
"Tennessee",2005,13,NA,0,"Heroin",2.56494935746154,0,NA
"Tennessee",2005,228,5,0.1,"Other opioids",5.42934562895444,-2.30258509299405,1.6094379124341
"Tennessee",2005,140,3.1,0,"Methadone",4.9416424226093,0,1.1314021114911
"Tennessee",2005,78,1.7,0,"Other synthetic narcotics",4.35670882668959,0,0.53062825106217
"Tennessee",2005,459,9.8,0.1,"All Opioids",6.12905021006055,-2.30258509299405,2.28238238567653
"Tennessee",2006,NA,NA,NA,"Heroin",NA,NA,NA
"Tennessee",2006,225,4.9,0.1,"Other opioids",5.41610040220442,-2.30258509299405,1.58923520511658
"Tennessee",2006,188,4.1,0.1,"Methadone",5.23644196282995,-2.30258509299405,1.41098697371026
"Tennessee",2006,65,1.4,0,"Other synthetic narcotics",4.17438726989564,0,0.336472236621213
"Tennessee",2006,478,10.4,0.2,"All Opioids",6.16961073249146,-1.6094379124341,2.34180580614733
"Tennessee",2007,NA,NA,NA,"Heroin",NA,NA,NA
"Tennessee",2007,243,5.2,0.1,"Other opioids",5.49306144334055,-2.30258509299405,1.64865862558738
"Tennessee",2007,159,3.4,0.1,"Methadone",5.06890420222023,-2.30258509299405,1.22377543162212
"Tennessee",2007,83,1.8,0,"Other synthetic narcotics",4.4188406077966,0,0.587786664902119
"Tennessee",2007,485,10.4,0.2,"All Opioids",6.18414889093748,-1.6094379124341,2.34180580614733
"Tennessee",2008,NA,NA,NA,"Heroin",NA,NA,NA
"Tennessee",2008,272,5.7,0.1,"Other opioids",5.605802066296,-2.30258509299405,1.7404661748405
"Tennessee",2008,121,2.5,0,"Methadone",4.79579054559674,0,0.916290731874155
"Tennessee",2008,98,2.1,0,"Other synthetic narcotics",4.58496747867057,0,0.741937344729377
"Tennessee",2008,491,10.3,0.1,"All Opioids",6.19644412779452,-2.30258509299405,2.33214389523559
"Tennessee",2009,22,0.5,0,"Heroin",3.09104245335832,0,-0.693147180559945
"Tennessee",2009,350,7.3,0.1,"Other opioids",5.85793315448346,-2.30258509299405,1.98787434815435
"Tennessee",2009,106,2.2,0,"Methadone",4.66343909411207,0,0.78845736036427
"Tennessee",2009,76,1.6,0,"Other synthetic narcotics",4.33073334028633,0,0.470003629245736
"Tennessee",2009,554,11.6,0.1,"All Opioids",6.31716468674728,-2.30258509299405,2.45100509811232
"Tennessee",2010,17,NA,0,"Heroin",2.83321334405622,0,NA
"Tennessee",2010,425,8.8,0.1,"Other opioids",6.05208916892442,-2.30258509299405,2.17475172148416
"Tennessee",2010,134,2.8,0,"Methadone",4.89783979995091,0,1.02961941718116
"Tennessee",2010,72,1.5,0,"Other synthetic narcotics",4.27666611901606,0,0.405465108108164
"Tennessee",2010,648,13.1,0.1,"All Opioids",6.47389069635227,-2.30258509299405,2.57261223020711
"Tennessee",2011,19,NA,0,"Heroin",2.94443897916644,0,NA
"Tennessee",2011,470,9.6,0.2,"Other opioids",6.1527326947041,-1.6094379124341,2.26176309847379
"Tennessee",2011,89,1.8,0,"Methadone",4.48863636973214,0,0.587786664902119
"Tennessee",2011,63,1.3,0,"Other synthetic narcotics",4.14313472639153,0,0.262364264467491
"Tennessee",2011,641,12.7,0.2,"All Opioids",6.46302945692067,-1.6094379124341,2.54160199346455
"Tennessee",2012,50,1,0,"Heroin",3.91202300542815,0,0
"Tennessee",2012,501,10.1,0.2,"Other opioids",6.21660610108486,-1.6094379124341,2.31253542384721
"Tennessee",2012,106,2.1,0,"Methadone",4.66343909411207,0,0.741937344729377
"Tennessee",2012,79,1.6,0,"Other synthetic narcotics",4.36944785246702,0,0.470003629245736
"Tennessee",2012,736,14.8,0.2,"All Opioids",6.60123011872888,-1.6094379124341,2.69462718077007
"Tennessee",2013,69,1.4,0,"Heroin",4.23410650459726,0,0.336472236621213
"Tennessee",2013,537,10.7,0.2,"Other opioids",6.28599809450886,-1.6094379124341,2.37024374146786
"Tennessee",2013,87,1.7,0,"Methadone",4.46590811865458,0,0.53062825106217
"Tennessee",2013,100,2,0,"Other synthetic narcotics",4.60517018598809,0,0.693147180559945
"Tennessee",2013,793,15.8,0.2,"All Opioids",6.67582322163485,-1.6094379124341,2.76000994003292
"Tennessee",2014,148,2.9,0,"Heroin",4.99721227376411,0,1.06471073699243
"Tennessee",2014,570,11.3,0.2,"Other opioids",6.3456363608286,-1.6094379124341,2.42480272571829
"Tennessee",2014,74,1.5,0,"Methadone",4.30406509320417,0,0.405465108108164
"Tennessee",2014,133,2.6,0,"Other synthetic narcotics",4.89034912822175,0,0.955511445027436
"Tennessee",2014,925,18.3,0.2,"All Opioids",6.82979373751242,-1.6094379124341,2.90690105984738
"Tennessee",2015,205,4,0.1,"Heroin",5.32300997913841,-2.30258509299405,1.38629436111989
"Tennessee",2015,664,13,0.2,"Other opioids",6.49828214947643,-1.6094379124341,2.56494935746154
"Tennessee",2015,68,1.3,0,"Methadone",4.21950770517611,0,0.262364264467491
"Tennessee",2015,253,5,0.1,"Other synthetic narcotics",5.53338948872752,-2.30258509299405,1.6094379124341
"Tennessee",2015,1190,23.3,0.4,"All Opioids",7.08170858610557,-0.916290731874155,3.14845336057165
"South Dakota",2000,NA,NA,NA,"Heroin",NA,NA,NA
"South Dakota",2000,NA,NA,NA,"Other opioids",NA,NA,NA
"South Dakota",2000,NA,NA,NA,"Methadone",NA,NA,NA
"South Dakota",2000,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"South Dakota",2000,0,0,0,"All Opioids",0,0,0
"South Dakota",2001,NA,NA,NA,"Heroin",NA,NA,NA
"South Dakota",2001,NA,NA,NA,"Other opioids",NA,NA,NA
"South Dakota",2001,NA,NA,NA,"Methadone",NA,NA,NA
"South Dakota",2001,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"South Dakota",2001,0,0,0,"All Opioids",0,0,0
"South Dakota",2002,NA,NA,NA,"Heroin",NA,NA,NA
"South Dakota",2002,NA,NA,NA,"Other opioids",NA,NA,NA
"South Dakota",2002,NA,NA,NA,"Methadone",NA,NA,NA
"South Dakota",2002,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"South Dakota",2002,0,0,0,"All Opioids",0,0,0
"South Dakota",2003,NA,NA,NA,"Heroin",NA,NA,NA
"South Dakota",2003,NA,NA,NA,"Other opioids",NA,NA,NA
"South Dakota",2003,NA,NA,NA,"Methadone",NA,NA,NA
"South Dakota",2003,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"South Dakota",2003,0,0,0,"All Opioids",0,0,0
"South Dakota",2004,NA,NA,NA,"Heroin",NA,NA,NA
"South Dakota",2004,10,NA,0,"Other opioids",2.30258509299405,0,NA
"South Dakota",2004,NA,NA,NA,"Methadone",NA,NA,NA
"South Dakota",2004,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"South Dakota",2004,10,0,0,"All Opioids",2.30258509299405,0,0
"South Dakota",2005,NA,NA,NA,"Heroin",NA,NA,NA
"South Dakota",2005,13,NA,0,"Other opioids",2.56494935746154,0,NA
"South Dakota",2005,NA,NA,NA,"Methadone",NA,NA,NA
"South Dakota",2005,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"South Dakota",2005,13,0,0,"All Opioids",2.56494935746154,0,0
"South Dakota",2006,NA,NA,NA,"Heroin",NA,NA,NA
"South Dakota",2006,18,NA,0,"Other opioids",2.89037175789616,0,NA
"South Dakota",2006,NA,NA,NA,"Methadone",NA,NA,NA
"South Dakota",2006,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"South Dakota",2006,18,0,0,"All Opioids",2.89037175789616,0,0
"South Dakota",2007,NA,NA,NA,"Heroin",NA,NA,NA
"South Dakota",2007,10,NA,0,"Other opioids",2.30258509299405,0,NA
"South Dakota",2007,NA,NA,NA,"Methadone",NA,NA,NA
"South Dakota",2007,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"South Dakota",2007,10,0,0,"All Opioids",2.30258509299405,0,0
"South Dakota",2008,NA,NA,NA,"Heroin",NA,NA,NA
"South Dakota",2008,16,NA,0,"Other opioids",2.77258872223978,0,NA
"South Dakota",2008,NA,NA,NA,"Methadone",NA,NA,NA
"South Dakota",2008,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"South Dakota",2008,16,0,0,"All Opioids",2.77258872223978,0,0
"South Dakota",2009,NA,NA,NA,"Heroin",NA,NA,NA
"South Dakota",2009,19,NA,0,"Other opioids",2.94443897916644,0,NA
"South Dakota",2009,NA,NA,NA,"Methadone",NA,NA,NA
"South Dakota",2009,12,NA,0,"Other synthetic narcotics",2.484906649788,0,NA
"South Dakota",2009,31,0,0,"All Opioids",3.43398720448515,0,0
"South Dakota",2010,NA,NA,NA,"Heroin",NA,NA,NA
"South Dakota",2010,18,NA,0,"Other opioids",2.89037175789616,0,NA
"South Dakota",2010,NA,NA,NA,"Methadone",NA,NA,NA
"South Dakota",2010,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"South Dakota",2010,18,0,0,"All Opioids",2.89037175789616,0,0
"South Dakota",2011,NA,NA,NA,"Heroin",NA,NA,NA
"South Dakota",2011,22,3.5,0,"Other opioids",3.09104245335832,0,1.25276296849537
"South Dakota",2011,NA,NA,NA,"Methadone",NA,NA,NA
"South Dakota",2011,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"South Dakota",2011,22,3.5,0,"All Opioids",3.09104245335832,0,1.25276296849537
"South Dakota",2012,NA,NA,NA,"Heroin",NA,NA,NA
"South Dakota",2012,18,NA,0,"Other opioids",2.89037175789616,0,NA
"South Dakota",2012,NA,NA,NA,"Methadone",NA,NA,NA
"South Dakota",2012,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"South Dakota",2012,18,0,0,"All Opioids",2.89037175789616,0,0
"South Dakota",2013,NA,NA,NA,"Heroin",NA,NA,NA
"South Dakota",2013,27,4.2,0,"Other opioids",3.29583686600433,0,1.43508452528932
"South Dakota",2013,NA,NA,NA,"Methadone",NA,NA,NA
"South Dakota",2013,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"South Dakota",2013,27,4.2,0,"All Opioids",3.29583686600433,0,1.43508452528932
"South Dakota",2014,NA,NA,NA,"Heroin",NA,NA,NA
"South Dakota",2014,20,3.1,0,"Other opioids",2.99573227355399,0,1.1314021114911
"South Dakota",2014,NA,NA,NA,"Methadone",NA,NA,NA
"South Dakota",2014,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"South Dakota",2014,20,3.1,0,"All Opioids",2.99573227355399,0,1.1314021114911
"South Dakota",2015,NA,NA,NA,"Heroin",NA,NA,NA
"South Dakota",2015,11,NA,0,"Other opioids",2.39789527279837,0,NA
"South Dakota",2015,NA,NA,NA,"Methadone",NA,NA,NA
"South Dakota",2015,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"South Dakota",2015,11,0,0,"All Opioids",2.39789527279837,0,0
"South Carolina",2000,11,NA,0,"Heroin",2.39789527279837,0,NA
"South Carolina",2000,40,1.3,0,"Other opioids",3.68887945411394,0,0.262364264467491
"South Carolina",2000,13,NA,0,"Methadone",2.56494935746154,0,NA
"South Carolina",2000,20,0.7,0,"Other synthetic narcotics",2.99573227355399,0,-0.356674943938732
"South Carolina",2000,84,2,0,"All Opioids",4.43081679884331,0,0.693147180559945
"South Carolina",2001,NA,NA,NA,"Heroin",NA,NA,NA
"South Carolina",2001,59,1.9,0,"Other opioids",4.07753744390572,0,0.641853886172395
"South Carolina",2001,15,NA,0,"Methadone",2.70805020110221,0,NA
"South Carolina",2001,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"South Carolina",2001,74,1.9,0,"All Opioids",4.30406509320417,0,0.641853886172395
"South Carolina",2002,NA,NA,NA,"Heroin",NA,NA,NA
"South Carolina",2002,37,1.2,0,"Other opioids",3.61091791264422,0,0.182321556793955
"South Carolina",2002,14,NA,0,"Methadone",2.63905732961526,0,NA
"South Carolina",2002,22,0.7,0,"Other synthetic narcotics",3.09104245335832,0,-0.356674943938732
"South Carolina",2002,73,1.9,0,"All Opioids",4.29045944114839,0,0.641853886172395
"South Carolina",2003,NA,NA,NA,"Heroin",NA,NA,NA
"South Carolina",2003,53,1.7,0,"Other opioids",3.97029191355212,0,0.53062825106217
"South Carolina",2003,20,0.6,0,"Methadone",2.99573227355399,0,-0.510825623765991
"South Carolina",2003,20,0.6,0,"Other synthetic narcotics",2.99573227355399,0,-0.510825623765991
"South Carolina",2003,93,2.9,0,"All Opioids",4.53259949315326,0,1.06471073699243
"South Carolina",2004,NA,NA,NA,"Heroin",NA,NA,NA
"South Carolina",2004,60,1.9,0,"Other opioids",4.0943445622221,0,0.641853886172395
"South Carolina",2004,40,1.3,0,"Methadone",3.68887945411394,0,0.262364264467491
"South Carolina",2004,34,1.1,0,"Other synthetic narcotics",3.52636052461616,0,0.0953101798043249
"South Carolina",2004,134,4.3,0,"All Opioids",4.89783979995091,0,1.45861502269952
"South Carolina",2005,NA,NA,NA,"Heroin",NA,NA,NA
"South Carolina",2005,61,1.9,0,"Other opioids",4.11087386417331,0,0.641853886172395
"South Carolina",2005,61,1.9,0,"Methadone",4.11087386417331,0,0.641853886172395
"South Carolina",2005,30,0.9,0,"Other synthetic narcotics",3.40119738166216,0,-0.105360515657826
"South Carolina",2005,152,4.7,0,"All Opioids",5.02388052084628,0,1.54756250871601
"South Carolina",2006,NA,NA,NA,"Heroin",NA,NA,NA
"South Carolina",2006,123,3.7,0,"Other opioids",4.81218435537242,0,1.30833281965018
"South Carolina",2006,75,2.3,0,"Methadone",4.31748811353631,0,0.832909122935104
"South Carolina",2006,45,1.4,0,"Other synthetic narcotics",3.80666248977032,0,0.336472236621213
"South Carolina",2006,243,7.4,0,"All Opioids",5.49306144334055,0,2.00148000021012
"South Carolina",2007,NA,NA,NA,"Heroin",NA,NA,NA
"South Carolina",2007,113,3.3,0,"Other opioids",4.72738781871234,0,1.19392246847243
"South Carolina",2007,61,1.8,0,"Methadone",4.11087386417331,0,0.587786664902119
"South Carolina",2007,37,1.1,0,"Other synthetic narcotics",3.61091791264422,0,0.0953101798043249
"South Carolina",2007,211,6.2,0,"All Opioids",5.35185813347607,0,1.82454929205105
"South Carolina",2008,11,NA,0,"Heroin",2.39789527279837,0,NA
"South Carolina",2008,124,3.6,0,"Other opioids",4.82028156560504,0,1.28093384546206
"South Carolina",2008,60,1.7,0,"Methadone",4.0943445622221,0,0.53062825106217
"South Carolina",2008,43,1.2,0,"Other synthetic narcotics",3.76120011569356,0,0.182321556793955
"South Carolina",2008,238,6.5,0,"All Opioids",5.47227067367148,0,1.87180217690159
"South Carolina",2009,19,NA,0,"Heroin",2.94443897916644,0,NA
"South Carolina",2009,133,3.8,0,"Other opioids",4.89034912822175,0,1.33500106673234
"South Carolina",2009,58,1.7,0,"Methadone",4.06044301054642,0,0.53062825106217
"South Carolina",2009,57,1.6,0,"Other synthetic narcotics",4.04305126783455,0,0.470003629245736
"South Carolina",2009,267,7.1,0,"All Opioids",5.58724865840025,0,1.96009478404727
"South Carolina",2010,15,NA,0,"Heroin",2.70805020110221,0,NA
"South Carolina",2010,150,4.2,0,"Other opioids",5.01063529409626,0,1.43508452528932
"South Carolina",2010,74,2.1,0,"Methadone",4.30406509320417,0,0.741937344729377
"South Carolina",2010,59,1.7,0,"Other synthetic narcotics",4.07753744390572,0,0.53062825106217
"South Carolina",2010,298,8,0,"All Opioids",5.6970934865054,0,2.07944154167984
"South Carolina",2011,13,NA,0,"Heroin",2.56494935746154,0,NA
"South Carolina",2011,144,4,0,"Other opioids",4.969813299576,0,1.38629436111989
"South Carolina",2011,65,1.8,0,"Methadone",4.17438726989564,0,0.587786664902119
"South Carolina",2011,46,1.3,0,"Other synthetic narcotics",3.8286413964891,0,0.262364264467491
"South Carolina",2011,268,7.1,0,"All Opioids",5.59098698051086,0,1.96009478404727
"South Carolina",2012,19,NA,0,"Heroin",2.94443897916644,0,NA
"South Carolina",2012,154,4.2,0,"Other opioids",5.03695260241363,0,1.43508452528932
"South Carolina",2012,38,1,0,"Methadone",3.63758615972639,0,0
"South Carolina",2012,46,1.3,0,"Other synthetic narcotics",3.8286413964891,0,0.262364264467491
"South Carolina",2012,257,6.5,0,"All Opioids",5.54907608489522,0,1.87180217690159
"South Carolina",2013,32,0.9,0,"Heroin",3.46573590279973,0,-0.105360515657826
"South Carolina",2013,146,4,0,"Other opioids",4.98360662170834,0,1.38629436111989
"South Carolina",2013,51,1.4,0,"Methadone",3.93182563272433,0,0.336472236621213
"South Carolina",2013,50,1.4,0,"Other synthetic narcotics",3.91202300542815,0,0.336472236621213
"South Carolina",2013,279,7.7,0,"All Opioids",5.63121178182137,0,2.04122032885964
"South Carolina",2014,66,1.8,0,"Heroin",4.18965474202643,0,0.587786664902119
"South Carolina",2014,322,8.6,0.1,"Other opioids",5.77455154554441,-2.30258509299405,2.15176220325946
"South Carolina",2014,79,2.1,0,"Methadone",4.36944785246702,0,0.741937344729377
"South Carolina",2014,114,3,0,"Other synthetic narcotics",4.7361984483945,0,1.09861228866811
"South Carolina",2014,581,15.5,0.1,"All Opioids",6.36475075685191,-2.30258509299405,2.7408400239252
"South Carolina",2015,102,2.7,0,"Heroin",4.62497281328427,0,0.993251773010283
"South Carolina",2015,336,8.8,0.1,"Other opioids",5.8171111599632,-2.30258509299405,2.17475172148416
"South Carolina",2015,60,1.6,0,"Methadone",4.0943445622221,0,0.470003629245736
"South Carolina",2015,173,4.5,0.1,"Other synthetic narcotics",5.15329159449778,-2.30258509299405,1.50407739677627
"South Carolina",2015,671,17.6,0.2,"All Opioids",6.50876913697168,-1.6094379124341,2.86789890204411
"Rhode Island",2000,NA,NA,NA,"Heroin",NA,NA,NA
"Rhode Island",2000,NA,NA,NA,"Other opioids",NA,NA,NA
"Rhode Island",2000,NA,NA,NA,"Methadone",NA,NA,NA
"Rhode Island",2000,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"Rhode Island",2000,0,0,0,"All Opioids",0,0,0
"Rhode Island",2001,NA,NA,NA,"Heroin",NA,NA,NA
"Rhode Island",2001,19,NA,0,"Other opioids",2.94443897916644,0,NA
"Rhode Island",2001,10,NA,0,"Methadone",2.30258509299405,0,NA
"Rhode Island",2001,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"Rhode Island",2001,29,0,0,"All Opioids",3.36729582998647,0,0
"Rhode Island",2002,NA,NA,NA,"Heroin",NA,NA,NA
"Rhode Island",2002,NA,NA,NA,"Other opioids",NA,NA,NA
"Rhode Island",2002,17,NA,0,"Methadone",2.83321334405622,0,NA
"Rhode Island",2002,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"Rhode Island",2002,17,0,0,"All Opioids",2.83321334405622,0,0
"Rhode Island",2003,NA,NA,NA,"Heroin",NA,NA,NA
"Rhode Island",2003,17,NA,0,"Other opioids",2.83321334405622,0,NA
"Rhode Island",2003,21,2.6,0,"Methadone",3.04452243772342,0,0.955511445027436
"Rhode Island",2003,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"Rhode Island",2003,38,2.6,0,"All Opioids",3.63758615972639,0,0.955511445027436
"Rhode Island",2004,NA,NA,NA,"Heroin",NA,NA,NA
"Rhode Island",2004,22,2.7,0,"Other opioids",3.09104245335832,0,0.993251773010283
"Rhode Island",2004,14,NA,0,"Methadone",2.63905732961526,0,NA
"Rhode Island",2004,10,NA,0,"Other synthetic narcotics",2.30258509299405,0,NA
"Rhode Island",2004,46,2.7,0,"All Opioids",3.8286413964891,0,0.993251773010283
"Rhode Island",2005,NA,NA,NA,"Heroin",NA,NA,NA
"Rhode Island",2005,29,3.5,0,"Other opioids",3.36729582998647,0,1.25276296849537
"Rhode Island",2005,28,3.4,0,"Methadone",3.3322045101752,0,1.22377543162212
"Rhode Island",2005,10,NA,0,"Other synthetic narcotics",2.30258509299405,0,NA
"Rhode Island",2005,67,6.9,0,"All Opioids",4.20469261939097,0,1.93152141160321
"Rhode Island",2006,10,NA,0,"Heroin",2.30258509299405,0,NA
"Rhode Island",2006,34,4.1,0,"Other opioids",3.52636052461616,0,1.41098697371026
"Rhode Island",2006,44,5.3,0,"Methadone",3.78418963391826,0,1.66770682055808
"Rhode Island",2006,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"Rhode Island",2006,88,9.4,0,"All Opioids",4.47733681447821,0,2.24070968927596
"Rhode Island",2007,NA,NA,NA,"Heroin",NA,NA,NA
"Rhode Island",2007,18,NA,0,"Other opioids",2.89037175789616,0,NA
"Rhode Island",2007,29,3.5,0,"Methadone",3.36729582998647,0,1.25276296849537
"Rhode Island",2007,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"Rhode Island",2007,47,3.5,0,"All Opioids",3.85014760171006,0,1.25276296849537
"Rhode Island",2008,NA,NA,NA,"Heroin",NA,NA,NA
"Rhode Island",2008,28,3.4,0,"Other opioids",3.3322045101752,0,1.22377543162212
"Rhode Island",2008,28,3.4,0,"Methadone",3.3322045101752,0,1.22377543162212
"Rhode Island",2008,12,NA,0,"Other synthetic narcotics",2.484906649788,0,NA
"Rhode Island",2008,68,6.8,0,"All Opioids",4.21950770517611,0,1.91692261218206
"Rhode Island",2009,NA,NA,NA,"Heroin",NA,NA,NA
"Rhode Island",2009,28,3.4,0,"Other opioids",3.3322045101752,0,1.22377543162212
"Rhode Island",2009,40,4.8,0,"Methadone",3.68887945411394,0,1.56861591791385
"Rhode Island",2009,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"Rhode Island",2009,68,8.2,0,"All Opioids",4.21950770517611,0,2.10413415427021
"Rhode Island",2010,NA,NA,NA,"Heroin",NA,NA,NA
"Rhode Island",2010,46,5.6,0,"Other opioids",3.8286413964891,0,1.7227665977411
"Rhode Island",2010,25,3,0,"Methadone",3.2188758248682,0,1.09861228866811
"Rhode Island",2010,12,NA,0,"Other synthetic narcotics",2.484906649788,0,NA
"Rhode Island",2010,83,8.6,0,"All Opioids",4.4188406077966,0,2.15176220325946
"Rhode Island",2011,13,NA,0,"Heroin",2.56494935746154,0,NA
"Rhode Island",2011,63,7.6,0,"Other opioids",4.14313472639153,0,2.02814824729229
"Rhode Island",2011,29,3.5,0,"Methadone",3.36729582998647,0,1.25276296849537
"Rhode Island",2011,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"Rhode Island",2011,105,11.1,0,"All Opioids",4.65396035015752,0,2.40694510831829
"Rhode Island",2012,30,3.6,0,"Heroin",3.40119738166216,0,1.28093384546206
"Rhode Island",2012,74,8.9,0,"Other opioids",4.30406509320417,0,2.18605127673809
"Rhode Island",2012,28,3.4,0,"Methadone",3.3322045101752,0,1.22377543162212
"Rhode Island",2012,12,NA,0,"Other synthetic narcotics",2.484906649788,0,NA
"Rhode Island",2012,144,15.9,0,"All Opioids",4.969813299576,0,2.76631910922619
"Rhode Island",2013,67,8,0,"Heroin",4.20469261939097,0,2.07944154167984
"Rhode Island",2013,82,9.8,0,"Other opioids",4.40671924726425,0,2.28238238567653
"Rhode Island",2013,28,3.3,0,"Methadone",3.3322045101752,0,1.19392246847243
"Rhode Island",2013,33,3.9,0,"Other synthetic narcotics",3.49650756146648,0,1.3609765531356
"Rhode Island",2013,210,25,0,"All Opioids",5.34710753071747,0,3.2188758248682
"Rhode Island",2014,68,8.1,0,"Heroin",4.21950770517611,0,2.09186406167839
"Rhode Island",2014,74,8.8,0,"Other opioids",4.30406509320417,0,2.17475172148416
"Rhode Island",2014,24,2.8,0,"Methadone",3.17805383034795,0,1.02961941718116
"Rhode Island",2014,84,10,0,"Other synthetic narcotics",4.43081679884331,0,2.30258509299405
"Rhode Island",2014,250,29.7,0,"All Opioids",5.52146091786225,0,3.39114704580865
